Resolution ID,Resolution Name,Year
A/RES/72/248,Situation of human rights in Myanmar : resolution / adopted by the General Assembly,2017
A/RES/72/190,"Situation of human rights in the Autonomous Republic of Crimea and the city of Sevastopol, Ukraine : resolution / adopted by the General Assembly",2017
A/RES/72/191,Situation of human rights in the Syrian Arab Republic : resolution / adopted by the General Assembly,2017
A/RES/72/189,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,2017
A/RES/71/203,Situation of human rights in the Syrian Arab Republic : resolution / adopted by the General Assembly,2016
A/RES/71/204,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,2016
A/RES/71/205,Situation of human rights in the Autonomous Republic of Crimea and the city of Sevastopol (Ukraine) : resolution / adopted by the General Assembly,2016
A/RES/70/234,Situation of human rights in the Syrian Arab Republic : resolution / adopted by the General Assembly,2015
A/RES/70/173,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,2015
A/RES/70/172,Situation of human rights in the Democratic People's Republic of Korea : resolution / adopted by the General Assembly,2015
A/RES/69/188,Situation of human rights in the Democratic People's Republic of Korea : resolution / adopted by the General Assembly,2014
A/RES/69/190,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,2014
A/RES/69/189,Situation of human rights in the Syrian Arab Republic : resolution / adopted by the General Assembly,2014
A/RES/68/184,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,2013
A/RES/68/182,Situation of human rights in the Syrian Arab Republic : resolution / adopted by the General Assembly,2013
A/RES/67/183,Situation of human rights in the Syrian Arab Republic : resolution / adopted by the General Assembly,2012
A/RES/67/182,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,2012
A/RES/66/230,Situation of human rights in Myanmar : resolution / adopted by the General Assembly,2011
A/RES/66/174,Situation of human rights in the Democratic People's Republic of Korea : resolution / adopted by the General Assembly,2011
A/RES/66/176,Situation of human rights in the Syrian Arab Republic : resolution / adopted by the General Assembly,2011
A/RES/66/175,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,2011
A/RES/65/241,Situation of human rights in Myanmar : resolution / adopted by the General Assembly,2010
A/RES/65/226,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,2010
A/RES/65/225,Situation of human rights in the Democratic People's Republic of Korea : resolution / adopted by the General Assembly,2010
A/RES/64/238,Situation of human rights in Myanmar : resolution / adopted by the General Assembly,2009
A/RES/64/176,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,2009
A/RES/64/175,Situation of human rights in the Democratic People's Republic of Korea : resolution / adopted by the General Assembly,2009
A/RES/63/245,Situation of human rights in Myanmar : resolution / adopted by the General Assembly,2008
A/RES/63/191,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,2008
A/RES/63/190,Situation of human rights in the Democratic People's Republic of Korea : resolution / adopted by the General Assembly,2008
A/RES/62/222,Situation of human rights in Myanmar : resolution / adopted by the General Assembly,2007
A/RES/62/169,Situation of human rights in Belarus : resolution / adopted by the General Assembly,2007
A/RES/62/168,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,2007
A/RES/62/167,Situation of human rights in the Democratic People's Republic of Korea : resolution / adopted by the General Assembly,2007
A/RES/61/232,Situation of human rights in Myanmar : resolution / adopted by the General Assembly,2006
A/RES/61/176,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,2006
A/RES/61/175,Situation of human rights in Belarus : resolution / adopted by the General Assembly,2006
A/RES/61/174,Situation of human rights in the Democratic People's Republic of Korea : resolution / adopted by the General Assembly,2006
A/RES/60/170,Situation of human rights in the Democratic Republic of the Congo : resolution / adopted by the General Assembly,2005
A/RES/60/174,Situation of human rights in Uzbekistan : resolution / adopted by the General Assembly,2005
A/RES/60/173,Situation of human rights in the Democratic People’s Republic of Korea : resolution / adopted by the General Assembly,2005
A/RES/60/172,Situation of human rights in Turkmenistan : resolution / adopted by the General Assembly,2005
A/RES/60/171,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,2005
A/RES/59/207,Situation of human rights in the Democratic Republic of the Congo : resolution / adopted by the General Assemly,2004
A/RES/59/206,Situation of human rights in Turkmenistan : resolution / adopted by the General Assemly,2004
A/RES/59/205,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assemly,2004
A/RES/58/196,Situation of human rights in the Democratic Republic of the Congo : resolution / adopted by the General Assembly,2003
A/RES/58/195,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,2003
A/RES/58/194,Situation of human rights in Turkmenistan : resolution / adopted by the General Assembly,2003
A/RES/57/230,Situation of human rights in the Sudan : resolution / adopted by the General Assembly,2002
A/RES/57/233,Situation of human rights in the Democratic Republic of the Congo : resolution / adopted by the General Assembly,2002
A/RES/57/232,Human rights situation in Iraq : resolution / adopted by the General Assembly,2002
A/RES/56/175,Situation of human rights in the Sudan : resolution / adopted by the General Assembly,2001
A/RES/56/174,Situation of human rights in Iraq : resolution / adopted by the General Assembly,2001
A/RES/56/173,Situtation of human rights in the Democratic Republic of the Congo : resolution / adopted by the General Assembly,2001
A/RES/56/171,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,2001
A/RES/55/117,Situation of human rights in the Democratic Republic of the Congo : resolution / adopted by the General Assembly,2000
A/RES/55/116,Situation of human rights in the Sudan : resolution / adopted by the General Assembly,2000
A/RES/55/115,Human rights situation in Iraq : resolution / adopted by the General Assembly,2000
A/RES/55/114,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,2000
A/RES/54/184,"Situation of human rights in Bosnia and Herzegovina, the Republic of Croatia and the Federal Republic of Yugoslavia (Serbia and Montenegro) : resolution / adopted by the General Assembly",1999
A/RES/54/183,Situation of human rights in Kosovo : resolution / adopted by the General Assembly,1999
A/RES/54/182,Situation of human rights in the Sudan : resolution / adopted by the General Assembly,1999
A/RES/54/179,Situation of human rights in the Democratic Republic of the Congo : resolution / adopted by the General Assembly,1999
A/RES/54/178,Human rights situation in Iraq : resolution / adopted by the General Assembly,1999
A/RES/54/177,Human rights situation in the Islamic Republic of Iran : resolution / adopted by the General Assembly,1999
A/RES/53/164,Situation of human rights in Kosovo : resolution / adopted by the General Assembly,1998
A/RES/53/163,"Situation of human rights in Bosnia and Herzegovina, the Republic of Croatia and the Federal Republic of Yugoslavia (Serbia and Montenegro) : resolution / adopted by the General Assembly",1998
A/RES/53/158,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,1998
A/RES/53/157,Situation of human rights in Iraq : resolution / adopted by the General Assembly,1998
A/RES/52/147,"Situation of human rights in Bosnia and Herzegovina, the Republic of Croatia and the Federal Republic of Yugoslavia : resolution / adopted by the General Assembly",1997
A/RES/52/144,Situation of human rights in Nigeria : resolution / adopted by the General Assembly,1997
A/RES/52/143,Situation of human rights in Cuba : resolution / adopted by the General Assembly,1997
A/RES/52/142,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,1997
A/RES/52/141,Situation of human rights in Iraq : resolution / adopted by the General Assembly,1997
A/RES/52/140,Situation of human rights in the Sudan : resolution / adopted by the General Assembly,1997
A/RES/52/139,Situation of human rights in Kosovo : resolution / adopted by the General Assembly,1997
A/RES/51/116,"Situation of human rights in the Republic of Bosnia and Herzegovina, the Republic of Croatia and the Federal Republic of Yugoslavia (Serbia and Montenegro) : resolution / adopted by the General Assembly",1996
A/RES/51/113,Situation of human rights in Cuba : resolution / adopted by the General Assembly,1996
A/RES/51/112,Situation of human rights in the Sudan : resolution / adopted by the General Assembly,1996
A/RES/51/111,Situation of human rights in Kosovo : resolution / adopted by the General Assembly,1996
A/RES/51/109,Situation of human rights in Nigeria : resolution / adopted by the General Assembly,1996
A/RES/51/107,Situation of human rights in the Islamic Republic of Iran : resolution / adopted by the General Assembly,1996
A/RES/51/106,Situation of human rights in Iraq : resolution / adopted by the General Assembly,1996
A/RES/47/116G,Policies of apartheid of the government of South Africa : support for work of Commission against Apartheid in Sports : resolution / adopted by the General Assembly,1992
A/RES/47/116F,Policies of apartheid of the government of South Africa : relations between South Africa and Israel : resolution / adopted by the General Assembly,1992
A/RES/47/116E,Policies of apartheid of the government of South Africa : military and other collaboration with South Africa : resolution / adopted by the General Assembly,1992
A/RES/47/116D,Policies of apartheid of the government of South Africa : oil embargo against South Africa : resolution / adopted by the General Assembly,1992
A/RES/46/79E,Oil embargo against South Africa : resolution / adopted by the General Assembly,1991
A/RES/46/79D,Relations between South Africa and Israel : resolution / adopted by the General Assembly,1991
A/RES/46/79C,Military and other collaboration with South Africa : resolution / adopted by the General Assembly,1991
A/RES/46/79B,Programme of work of the Special Committee against Apartheid : resolution / adopted by the General Assembly,1991
A/RES/45/176G,Support for the work of the Commission against Apartheid in Sports : resolution / adopted by the General Assembly,1990
A/RES/45/176F,Oil embargo against South Africa : resolution / adopted by the General Assembly,1990
A/RES/45/176E,Programme of work of the Special Committee against Apartheid : resolution / adopted by the General Assembly,1990
A/RES/45/176D,Relations between South Africa and Israel : resolution / adopted by the General Assembly,1990
A/RES/45/176C,Military collaboration with South Africa : resolution / adopted by the General Assembly,1990
A/RES/45/176B,Concerted and effective measures aimed at eradicating apartheid : resolution / adopted by the General Assembly,1990
A/RES/44/27L,Support for the work of the Commission against Apartheid in Sports : resolution / adopted by the General Assembly,1989
A/RES/44/27K,Concerted international action for elimination of apartheid : resolution / adopted by the General Assembly,1989
A/RES/44/27I,Military collaboration with South Africa : resolution / adopted by the General Assembly,1989
A/RES/44/27H,Oil embargo against South Africa : resolution / adopted by the General Assembly,1989
A/RES/44/27G,Programme of work of the Special Committee against Apartheid : resolution / adopted by the General Assembly,1989
A/RES/44/27F,Relations between South Africa and Israel : resolution / adopted by the General Assembly,1989
A/RES/44/27E,International financial pressures on the apartheid economy of South Africa : resolution / adopted by the General Assembly,1989
A/RES/44/27D,"Imposition, co-ordination and strict monitory of measures against racist South Africa : resolution / adopted by the General Assembly",1989
A/RES/44/27C,Comprehensive and mandatory sanctions against the racist regime of South Africa : resolution / adopted by the General Assembly,1989
A/RES/44/27A,International solidarity with the liberation struggle in South Africa : resolution / adopted by the General Assembly,1989
A/RES/44/1,Death sentence passed on a South African patriot : resolution / adopted by the General Assembly,1989
A/RES/43/50K,Policies of apartheid of the Government of South Africa : concerted international action for the elimination of apartheid : resolution / adopted by the General Assembly,1988
A/RES/43/50J,Policies of apartheid of the Government of South Africa : oil embargo against South Africa : resolution / adopted by the General Assembly,1988
A/RES/43/50H,Policies of apartheid of the Government of South Africa : dissemination of information against the policies of apartheid of the regime of racist South Africa : resolution / adopted by the General Assembly,1988
A/RES/43/50F,Policies of apartheid of the Government of South Africa : programme of work of the Special Committee against Apartheid : resolution / adopted by the General Assembly,1988
A/RES/43/50E,Policies of apartheid of the Government of South Africa : relations between South Africa and Israel : resolution / adopted by the General Assembly,1988
A/RES/43/50D,"Policies of apartheid of the Government of South Africa : imposition, co-ordination and strict monitoring of measures against racist South Africa : resolution / adopted by the General Assembly",1988
A/RES/43/50C,Policies of apartheid of the Government of South Africa : comprehensive and mandatory sanctions against the racist regime of South Africa : resolution / adopted by the General Assembly,1988
A/RES/43/50B,Policies of apartheid of the Government of South Africa : military collaboration with South Africa : resolution / adopted by the General Assembly,1988
A/RES/43/50A,Policies of apartheid of the Government of South Africa : international solidarity with the liberation struggle in South Africa : resolution / adopted by the General Assembly,1988
A/RES/43/13,"Pretoria's racial ""municipal elections"" : resolution / adopted by the General Assembly",1988
A/RES/42/23G,Concerted international action for the elimination of apartheid : resolution / adopted by the General Assembly,1987
A/RES/42/23F,Oil embargo against South Africa : resolution / adopted by the General Assembly,1987
A/RES/42/23E,Programme of work of the Special Committee against Apartheid : resolution / adopted by the General Assembly,1987
A/RES/42/23D,Relations between Israel and South Africa : resolution / adopted by the General Assembly,1987
A/RES/42/23C,Comprehensive and mandatory sanctions against the racist regime of South Africa : resolution / adopted by the General Assembly,1987
A/RES/42/23B,Application of co-ordinated and strictly monitored measures against South Africa : resolution / adopted by the General Assembly,1987
A/RES/42/23A,International solidarity with the liberation struggle in South Africa : resolution / adopted by the General Assembly,1987
A/RES/41/35H,Concerted international action for the elimination of apartheid : resolution / adopted by the General Assembly,1986
A/RES/41/35F,Oil embargo against South Africa : resolution / adopted by the General Assembly,1986
A/RES/41/35E,Statute of the International Convention against Apartheid in Sports : resolution / adopted by the General Assembly,1986
A/RES/41/35D,Programme of work of the Special Committee against Apartheid : resolution / adopted by the General Assembly,1986
A/RES/41/35C,Relations between Israel and South Africa : resolution / adopted by the General Assembly,1986
A/RES/41/35B,Comprehensive and mandatory sanctions against the racist regime of South Africa : resolution / adopted by the General Assembly,1986
A/RES/41/35A,Situation in South Africa and assistance to the liberation movements : resolution / adopted by the General Assembly,1986
A/RES/40/64I,Concerted international action for the elimination of apartheid : resolution / adopted by the General Assembly,1985
A/RES/40/64G,International Convention against Apartheid in Sports : resolution / adopted by the General Assembly,1985
A/RES/40/64F,Programme of work of the Special Committee against Apartheid : resolution / adopted by the General Assembly,1985
A/RES/40/64E,Relations between Israel and South Africa : resolution / adopted by the General Assembly,1985
A/RES/40/64D,Public information and public action against apartheid : resolution / adopted by the General Assembly,1985
A/RES/40/64C,World Conference on Sanctions against Racist South Africa : resolution / adopted by the General Assembly,1985
A/RES/40/64B,Situation in South Africa and assistance to the liberation movements : resolution / adopted by the General Assembly,1985
A/RES/40/64A,Comprehensive sanctions against the racist regime of South Africa : resolution / adopted by the General Assembly,1985
A/RES/39/72G,Concerted international action for the elimination of apartheid : resolution / adopted by the General Assembly,1984
A/RES/39/72E,Public information and public action against apartheid : resolution / adopted by the General Assembly,1984
A/RES/39/72D,Apartheid in sports : resolution / adopted by the General Assembly,1984
A/RES/39/72C,Relations between Israel and South Africa : resolution / adopted by the General Assembly,1984
A/RES/39/72B,Programme of work of the Special Committee against Apartheid : resolution / adopted by the General Assembly,1984
A/RES/39/72A,Comprehensive sanctions against the apartheid regime and support to the liberation struggle in South Africa : resolution / adopted by the General Assembly,1984
A/RES/39/2,Situation in South Africa : resolution / adopted by the General Assembly,1984
A/RES/38/39K,Apartheid in Sports : resolution / adopted by the General Assembly,1983
A/RES/38/39J,Oil embargo against South Africa : resolution / adopted by the General Assembly,1983
A/RES/38/39I,Investments in South Africa : resolution / adopted by the General Assembly,1983
A/RES/38/39G,Military and nuclear collaboration with South Africa : resolution / adopted by the General Assembly,1983
A/RES/38/39F,Relations between Israel and South Africa : resolution / adopted by the General Assembly,1983
A/RES/38/39E,Programme of work of the Special Committee against Apartheid : resolution / adopted by the General Assembly,1983
A/RES/38/39D,Sanctions against South Africa : resolution / adopted by the General Assembly,1983
A/RES/38/39C,Effects of apartheid on the countries of southern Africa : resolution / adopted by the General Assembly,1983
A/RES/38/39B,Programme of Action against Apartheid : resolution / adopted by the General Assembly,1983
A/RES/38/39A,Situation in South Africa : resolution / adopted by the General Assembly,1983
A/RES/38/11,Proposed new racial constitution of South Africa : resolution / adopted by the General Assembly,1983
A/RES/76/151,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,2021
A/RES/76/150,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,2021
A/RES/75/171,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,2020
A/RES/75/172,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,2020
A/RES/74/138,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,2019
A/RES/74/139,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,2019
A/RES/73/158,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,2018
A/RES/73/159,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,2018
A/RES/72/158,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,2017
A/RES/72/160,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,2017
A/RES/71/182,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self determination : resolution / adopted by the General Assembly,2016
A/RES/71/184,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,2016
A/RES/70/141,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,2015
A/RES/70/142,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,2015
A/RES/69/165,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,2014
A/RES/69/163,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,2014
A/RES/68/154,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,2013
A/RES/68/152,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,2013
A/RES/67/159,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,2012
A/RES/67/158,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,2012
A/RES/66/147,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,2011
A/RES/66/146,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,2011
A/RES/65/203,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,2010
A/RES/65/202,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,2010
A/RES/64/151,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,2009
A/RES/64/150,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,2009
A/RES/63/165,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,2008
A/RES/63/164,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,2008
A/RES/62/146,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,2007
A/RES/62/145,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,2007
A/RES/61/152,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,2006
A/RES/61/151,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,2006
A/RES/60/146,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,2005
A/RES/59/179,The right of the Palestinian people to self-determination : resolution / adopted by the General Assemly,2004
A/RES/59/178,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolultion / adopted by the General Assembly,2004
A/RES/58/163,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,2003
A/RES/58/162,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,2003
A/RES/58/161,Universal realization of the right of peoples to self-determination : resolution / adopted by the General Assembly,2003
A/RES/57/198,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,2002
A/RES/57/196,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,2002
A/RES/56/232,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,2001
A/RES/56/142,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,2001
A/RES/55/87,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,2000
A/RES/55/86,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,2000
A/RES/54/152,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,1999
A/RES/54/151,Use of mercenaries as a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,1999
A/RES/52/114,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,1997
A/RES/52/112,Use of mercenaries as a means of violating human rights and impeding the exercise of the rights of peoples to self-determination : resolution / adopted by the General Assembly,1997
A/RES/51/83,Use of mercenaries os a means of violating human rights and impeding the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,1996
A/RES/51/82,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,1996
A/RES/50/140,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,1995
A/RES/50/138,Use of mercenaries as a means to violate human rights and to impede the exercise of the right of people to self-determination : resolution / adopted by the General Assembly,1995
A/RES/49/151,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights : resolution / adopted by the General Assembly,1994
A/RES/49/150,Use of mercenaries as a means to violate human rights and to impede the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,1994
A/RES/49/149,The right of the Palestinian people to self-determination : resolution / adopted by the General Assembly,1994
A/RES/48/94,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights : resolution / adopted by the General Assembly,1993
A/RES/48/92,Use of mercenaries as a means to violate human rights and to impede the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,1993
A/RES/47/84,Use of mercenaries as a means to violate human rights and to impede the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,1992
A/RES/47/82,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights : resolution / adopted by the General Assembly,1992
A/RES/46/89,Use of mercenaries as a means to violate human rights and to impede the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,1991
A/RES/46/87,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights : resolution / adopted by the General Assembly,1991
A/RES/45/132,Use of mercenaries as a means to violate human rights and to impede the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,1990
A/RES/45/130,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights : resolution / adopted by the General Assembly,1990
A/RES/44/81,Use of mercenaries as a means to violate human rights and to impede the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,1989
A/RES/44/79,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights : resolution / adopted by the General Assembly,1989
A/RES/43/107,Use of mercenaries as a means to violate human rights and to impede the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,1988
A/RES/43/106,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights : resolution / adopted by the General Assembly,1988
A/RES/42/96,Use of mercenaries as a means to violate human rights and to impede the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,1987
A/RES/42/95,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights : resolution / adopted by the General Assembly,1987
A/RES/41/102,Use of mercenaries as a means to violate human rights and to impede the exercise of the right of peoples to self-determination : resolution / adopted by the General Assembly,1986
A/RES/41/101,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights : resolution / adopted by the General Assembly,1986
A/RES/40/25,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights : resolution / adopted by the General Assembly,1985
A/RES/39/17,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights : resolution / adopted by the General Assembly,1984
A/RES/38/17,Importance of the universal realization of the right of peoples to self-determination and of the speedy granting of independence to colonial countries and peoples for the effective guarantee and observance of human rights : resolution / adopted by the General Assembly,1983
A/RES/76/190,International trade and development : resolution / adopted by the General Assembly,2021
A/RES/76/191,Unilateral economic measures as a means of political and economic coercion against developing countries : resolution / adopted by the General Assembly,2021
A/RES/75/203,International trade and development : resolution / adopted by the General Assembly,2020
A/RES/74/200,Unilateral economic measures as a means of political and economic coercion against developing countries : resolution / adopted by the General Assembly,2019
A/RES/74/201,International trade and development : resolution / adopted by the General Assembly,2019
A/RES/73/219,International trade and development : resolution / adopted by the General Assembly,2018
A/RES/72/201,Unilateral economic measures as a means of political and economic coercion against developing countries : resolution / adopted by the General Assembly,2017
A/RES/72/202,International trade and development : resolution / adopted by the General Assembly,2017
A/RES/70/185,Unilateral economic measures as a means of political and economic coercion against developing countries : resolution / adopted by the General Assembly,2015
A/RES/68/200,Unilateral economic measures as a means of political and economic coercion against developing countries : resolution / adopted by the General Assembly,2013
A/RES/66/186,Unilateral economic measures as a means of political and economic coercion against developing countries : resolution / adopted by the General Assembly,2011
A/RES/65/142,International trade and development : resolution / adopted by the General Assembly,2010
A/RES/64/189,Unilateral economic measures as a means of political and economic coercion against developing countries : resolution / adopted by the General Assembly,2009
A/RES/64/188,International trade and development : resolution / adopted by the General Assembly,2009
A/RES/62/184,International trade and development : resolution / adopted by the General Assembly,2007
A/RES/62/183,Unilateral economic measures as a means of political and economic coercion against developing countries : resolution / adopted by the General Assembly,2007
A/RES/61/186,International trade and development : resolution / adopted by the General Assembly,2006
A/RES/60/185,Unilateral economic measures as a means of political and economic coercion against developing countries : resolution / adopted by the General Assembly,2005
A/RES/60/184,International trade and development : resolution / adopted by the General Assembly,2005
A/RES/59/221,International trade and development : resolution / adopted by the General Assembly,2004
A/RES/58/198,Unilateral economic measures as a means of political and economic coercion against developing countries : resolution / adopted by the General Assembly,2003
A/RES/56/179,Unilateral economic measures as a means of political and economic coercion against developing countries : resolution / adopted by the General Assembly,2001
A/RES/54/200,Unilateral economic measures as a means of political and economic coercion against developing countries : resolution / adopted by the General Assembly,1999
A/RES/52/181,Unilateral economic measures as a means of political and economic coercion against developing countries : resolution / adopted by the General Assembly,1997
A/RES/50/96,Economic measures as a means of political and economic coersion against developing countries : resolution / adopted by the General Assembly,1995
A/RES/48/168,Economic measures as a means of political and economic coercion against developing countries : resolution / adopted by the General Assembly,1993
A/RES/46/210,Economic measures as a means of political and economic coercion against developing countries : resolution / adopted by the General Assembly,1991
A/RES/44/218,Commodities : resolution / adopted by the General Assembly,1989
A/RES/44/217,Trade embargo against Nicaragua : resolution / adopted by the General Assembly,1989
A/RES/44/215,Economic measures as a means of political and economic coercion against developing countries : resolution / adopted by the General Assembly,1989
A/RES/44/214,Specific action related to the particular needs and problems of land-locked developing countries : resolution / adopted by the General Assembly,1989
A/RES/43/187,International Conference on Money and Finance : resolution / adopted by the General Assembly,1988
A/RES/43/185,Trade embargo against Nicaragua : resolution / adopted by the General Assembly,1988
A/RES/42/176,Trade embargo against Nicaragua : resolution / adopted by the General Assembly,1987
A/RES/42/174,Specific action related to the particular needs and problems of land-locked developing countries : resolution / adopted by the General Assembly,1987
A/RES/42/173,Economic measures as a means of political and economic coercion against developing countries : resolution / adopted by the General Assembly,1987
A/RES/41/165,Economic measures as a means of political and economic coercion against developing countries : resolution / adopted by the General Assembly,1986
A/RES/41/164,Trade embargo against Nicaragua : resolution / adopted by the General Assembly,1986
A/RES/40/191,Reverse transfer of technology : resolution / adopted by the General Assembly,1985
A/RES/40/188,Trade embargo against Nicaragua : resolution / adopted by the General Assembly,1985
A/RES/40/185,Economic measures as a means of political and economic coercion against developing countries : resolution / adopted by the General Assembly,1985
A/RES/40/183,Specific action related to the particular needs and problems of land-locked developing countries : resolution / adopted by the General Assembly,1985
A/RES/39/211,Development aspects of the reverse transfer of technology : resolution / adopted by the General Assembly,1984
A/RES/39/210,Economic measures as a means of political and economic coercion against developing countries : resolution / adopted by the General Assembly,1984
